title,summary,category
Kim Jung-min (basketball),Kim Jungmin born 13 February 1972 is a South Korean basketball player She competed in the womens tournament at the 1996 Summer Olympics  References  ,-1
Gamma-butyrobetaine dioxygenase,Gammabutyrobetaine dioxygenase also known as BBOX GBBH or butyrobetaine hydroxylase is an enzyme that in humans is encoded by the BBOX1 gene Gammabutyrobetaine dioxygenase catalyses the formation of Lcarnitine from gammabutyrobetaine the last step in the Lcarnitine biosynthesis pathway Carnitine is essential for the transport of activated fatty acids across the mitochondrial membrane during mitochondrial beta oxidation In humans gammabutyrobetaine dioxygenase can be found in the kidney high liver moderate and brain very low BBOX1 has recently been identified as a potential cancer gene based on a largescale microarray data analysis ,-1
First Dates (Canadian TV series),First Dates Canada is the Canadian version of the international reality television series First Dates  References  ,-1
Siege of Pondicherry (1748),The siege of Pondicherry August  October 1748 was conducted by British forces against a French East India Company garrison under the command of GovernorGeneral Joseph Franois Dupleix at the Indian port of Pondicherry The British siege strategy conducted with inexperience in siege tactics by Admiral Edward Boscawen was lifted with the arrival of monsoon rains on 27 October 1748 The siege was the last major action of the First Carnatic War as the Indian theatre of the War of the Austrian Succession is sometimes known ,-1
1956 NAIA football season,The 1956 NAIA football season was the first season of college football sponsored by the National Association of Intercollegiate Athletics The season was played from August to December 1956 culminating in the inaugural NAIA Football National Championship played at War Memorial Stadium in Little Rock Arkansas Saint Josephs IN and Montana State played to a 00 tie in the championship game known as the 1956 Aluminum Bowl ,-1
Nokia 105 (2019),Nokia 105 2019 also known as Nokia 105 4th Edition is a Nokiabranded feature phone made by HMD Global It was unveiled on 24 July 2019 alongside the Nokia 220 4G and released in September 2019 The phone is available in blue pink and blackIt uses the Series 30 operating system Connectivity is restricted to 2G servicesWith some versions of this new model the T9 automatic dictionary is somewhat limited The phone has many games accessible from the main menu some of which can be played only a few times then requiring purchase  References  ,-1
"Vanyar, Iran",Vanyar Persian  also Romanized as Vanyr Vanayr and Vaneyr also known as Banyr is a village in Mavazekhane Sharqi Rural District Khvajeh District Heris County East Azerbaijan Province Iran At the 2006 census its population was 64 in 14 families  References  ,-1
Jimmy Michie,Jimmy Michie pronounced Mickey born 4 August 1971 is an English former professional snooker player from Pontefract Yorkshire and a twotime WPBSA ranking tournament semifinalist who has also reached the World Snooker Championship Michie has been described as charismatic by the snooker press ,-1
Eormenred of Kent,Eormenred died before 664 was a member of the royal family of the Kingdom of Kent who is described as king in some texts There is no contemporary evidence for Eormenred but he is mentioned in later hagiographies and his existence is considered possible by scholarsIn the Kentish royal legend Eormenred is described as a son of Eadbald who was King of Kent from 616 to 640 and his second wife Emma who may have been a Frankish princess Eormenred is a name of Frankish origin as is that of his brother Eorcenberht Before his fathers death Eormenred married Oslava and had at least four children possibly five two sons thelred and thelberht and two daughters Domne Eafe and Eormengyth Eormenburh may be a further daughter or a synonym for Domne EafeFollowing his fathers death Eorcenberht ascended to the throne The description of Eormenred as king may indicate that he ruled jointly with his brother or alternatively that he held a subordinate position while being granted the title of king He died before his brother and is said to have left his two sons in Eorcenberhts care However after Eorcenberht himself died his son and successor Ecgberht arranged for the murder of these potential rival claimants to the throne who were later venerated as saints Domne Eafe was not killed and was subsequently granted land on Thanet by Ecgberht for a monastery as penance for the murder of her brothers This land is stated to have previously belonged to Eormenred ,-1
Pacific Coast Women's Press Association,Pacific Coast Womens Press Association PCWPA September 27 1890  1941 was a press organization for women located on the West Coast of the United States Discussions were not permitted regarding politics religion or reform The members of the association took on causes related to certain public improvements in the way of roads streets parks libraries village improvement societies free exhibits of county resources the suppression of criminal details of sensational cases in newspapers the suppression of criminal advertising and school development To facilitate the work the association issued printed monographs ,-1
Kelmentsi,Kelmentsi Ukrainian  Romanian Chelmeni is an urbantype settlement in Chernivtsi Oblast western Ukraine It serves as the administrative center of Dnistrovskyi Raion housing the local district administration buildings It hosts the administration of Kelmentsi settlement hromada one of the hromadas of Ukraine Population 6985 2022 estimateAt the 2001 census the towns population was 8007 which consisted mostly of ethnic Ukrainians Kelmentsi itself is located in close proximity to the border with Moldova Until 18 July 2020 Kelmentsi served as an administrative center of Kelmentsi Raion The raion was abolished in July 2020 as part of the administrative reform of Ukraine which reduced the number of raions of Chernivtsi Oblast to three The area of Kelmentsi Raion was merged into Dnistrovskyi Raion ,-1
Estradiol benzoate/estradiol valerate/norethisterone acetate/testosterone enanthate,Estradiol benzoateestradiol valeratenorethisterone acetatetestosterone enanthate EBEVNETATE sold under the brand name Ablacton is an injectable combination medication of estradiol benzoate EB an estrogen estradiol valerate EV an estrogen norethisterone acetate NETA a progestin and testosterone enanthate TE an androgenanabolic steroid which has been used to suppress lactation in women It contains 5 mg EB 8 mg EV 20 mg NETA and 180 mg TE in oil solution and is provided in the form of ampoules It is given as a single intramuscular injection following childbirth The medication was manufactured by Schering and was previously marketed in Italy and Spain but is no longer available ,-1
Licab,Licab officially the Municipality of Licab Tagalog Bayan ng Licab Ilocano Ili ti Licab Pangasinan Baley na Licab is a 4thclass municipality in the province of Nueva Ecija Philippines According to the 2020 census it has a population of 29269 people ,-1
Poppy Playtime,Poppy Playtime is an episodic horror video game developed and published by American indie developer Mob Entertainment The player takes the role of a former employee of toymaking company Playtime Co who revisits its abandoned toy factory 10 years after its staffs disappearance The player navigates through a firstperson perspective and must solve puzzles some requiring a gadget named the GrabPack to progress while avoiding various enemies The first chapter was released on Steam for Microsoft Windows on October 12 2021 and later for Android and iOS on March 11 2022 The second chapter was released for Microsoft Windows on May 5 and for iOS and Android on August 15 and the third chapter will be released in winter 2023 All chapters after the first will be released as downloadable content The game garnered positive reviews for its gameplay on its initial release but the second chapter received mixed reviews for its numerous bugs Additionally the game developer team Mob Entertainment received harsh criticism for announcing nonfungible tokens of ingame content ,-1
